ticker,country,company_name,industry,sector,sub_industry,exchange,currency,market_cap_category,active,is_etf,yahoo_ticker,industry_keyword_1,industry_keyword_2,industry_keyword_3,ai_generated,ai_enhanced_at,competitor_1_name,competitor_1_ticker,competitor_2_name,competitor_2_ticker,competitor_3_name,competitor_3_ticker,upstream_1_name,upstream_1_ticker,upstream_2_name,upstream_2_ticker,downstream_1_name,downstream_1_ticker,downstream_2_name,downstream_2_ticker,geographic_markets,subsidiaries,financial_last_price,financial_price_change_pct,financial_yesterday_return_pct,financial_ytd_return_pct,financial_market_cap,financial_enterprise_value,financial_volume,financial_avg_volume,financial_analyst_target,financial_analyst_range_low,financial_analyst_range_high,financial_analyst_count,financial_analyst_recommendation,financial_snapshot_date,created_at,updated_at,data_source
ACET,CA,"Adicet Bio, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,ACET,cell therapy approvals,biotech funding,oncology drug development,TRUE,2025-11-08T12:40:39.042884,"Allogene Therapeutics, Inc.",ALLO,"Fate Therapeutics, Inc.",FATE,CRISPR Therapeutics AG,CRSP,Lonza Group AG,LONN.SW,,,"Gilead Sciences, Inc.",GILD,Bristol Myers Squibb Company,BMY,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACFN,CA,"Acorn Energy, Inc.",Capital Goods,Industrials,Electrical Equipment,,,,FALSE,FALSE,ACFN,industrial IoT adoption,power grid reliability,pipeline safety regulations,TRUE,2025-11-08T12:40:39.042888,Digi International Inc.,DGII,"Itron, Inc.",ITRI,,,"Arrow Electronics, Inc.",ARW,,,Southern Company,SO,Enbridge Inc.,ENB,"United States (major), Canada (minor)","OmniMetrix, LLC",,,,,,,,,,,,,,,,,csv_import
ACGL,CA,Arch Capital Group Ltd.,Insurance,Financials,Property & Casualty Insurance,,,,FALSE,FALSE,ACGL,insurance premiums,catastrophic weather events,investment yields,TRUE,2025-11-08T12:41:25.287018,"Everest Group, Ltd.",EG,RenaissanceRe Holdings Ltd.,RNR,W. R. Berkley Corporation,WRB,,,,,,,,,"United States (major), Bermuda (major), Europe (major)","Arch Insurance, Arch Reinsurance, Arch Mortgage Insurance",,,,,,,,,,,,,,,,,csv_import
ACHC,CA,"Acadia Healthcare Company, Inc.",Health Care Providers & Services,Health Care,Health Care Facilities,,,,FALSE,FALSE,ACHC,behavioral health demand,reimbursement rates,healthcare labor costs,TRUE,2025-11-08T12:41:25.287031,"Universal Health Services, Inc.",UHS,"HCA Healthcare, Inc.",HCA,,,,,,,UnitedHealth Group Incorporated,UNH,"Elevance Health, Inc.",ELV,"United States (major), United Kingdom (major)",Acadia Healthcare UK,,,,,,,,,,,,,,,,,csv_import
ACHR,CA,Archer Aviation Inc.,Capital Goods,Industrials,Aerospace & Defense,,,,FALSE,FALSE,ACHR,eVTOL certification,urban air mobility,battery technology,TRUE,2025-11-08T12:41:25.287037,"Joby Aviation, Inc.",JOBY,Vertical Aerospace Ltd.,EVTL,EHang Holdings Limited,EH,Stellantis N.V.,STLA,Honeywell International Inc.,HON,"United Airlines Holdings, Inc.",UAL,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACHV,CA,"Achieve Life Sciences, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,ACHV,clinical trial results,FDA approval,smoking cessation market,TRUE,2025-11-08T12:41:25.287042,Pfizer Inc.,PFE,Johnson & Johnson,JNJ,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACI,CA,"Albertsons Companies, Inc.",Food & Staples Retailing,Consumer Staples,Food Retail,,,,FALSE,FALSE,ACI,food price inflation,consumer spending,retail labor costs,TRUE,2025-11-08T12:41:25.287047,The Kroger Co.,KR,Walmart Inc.,WMT,Costco Wholesale Corporation,COST,The Kraft Heinz Company,KHC,The Coca-Cola Company,KO,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACIC,CA,American Coastal Insurance Corporation,Insurance,Financials,Property & Casualty Insurance,,,,FALSE,FALSE,ACIC,catastrophic weather events,reinsurance rates,insurance premiums,TRUE,2025-11-08T12:42:19.229984,"HCI Group, Inc.",HCI,"Universal Insurance Holdings, Inc.",UVE,"Kinsale Capital Group, Inc.",KNSL,RenaissanceRe Holdings Ltd.,RNR,"Everest Group, Ltd.",EG,,,,,United States - Florida (major),American Coastal Insurance Company,,,,,,,,,,,,,,,,,csv_import
ACIU,CA,AC Immune SA,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,ACIU,alzheimer's drug development,biotech funding environment,pharmaceutical M&A activity,TRUE,2025-11-08T12:42:19.229998,Prothena Corporation plc,PRTA,"Cassava Sciences, Inc.",SAVA,"Annovis Bio, Inc.",ANVS,IQVIA Holdings Inc.,IQV,,,Biogen Inc.,BIIB,Eli Lilly and Company,LLY,Global operations,,,,,,,,,,,,,,,,,,csv_import
ACIW,CA,"ACI Worldwide, Inc.",Software & Services,Information Technology,Application Software,,,,FALSE,FALSE,ACIW,real-time payments adoption,digital payment volumes,financial institution IT spending,TRUE,2025-11-08T12:42:19.230003,"Fiserv, Inc.",FI,"Fidelity National Information Services, Inc.",FIS,"Jack Henry & Associates, Inc.",JKHY,"Equinix, Inc.",EQIX,,,JPMorgan Chase & Co.,JPM,Bank of America Corporation,BAC,"North America (major), Europe (major), Asia-Pacific (minor)",,,,,,,,,,,,,,,,,,csv_import
ACLS,CA,"Axcelis Technologies, Inc.",Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,,,,FALSE,FALSE,ACLS,semiconductor capital spending,semiconductor demand,wafer fab utilization,TRUE,2025-11-08T12:42:19.230008,"Applied Materials, Inc.",AMAT,Lam Research Corporation,LRCX,KLA Corporation,KLAC,"MKS Instruments, Inc.",MKSI,,,Taiwan Semiconductor Manufacturing Company Limited,TSM,Intel Corporation,INTC,"Asia-Pacific (major), United States (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
ACLX,CA,"Arcellx, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,ACLX,CAR-T therapy adoption,biotech funding environment,oncology M&A activity,TRUE,2025-11-08T12:42:19.230013,CRISPR Therapeutics AG,CRSP,"Iovance Biotherapeutics, Inc.",IOVA,Autolus Therapeutics plc,AUTL,"Catalent, Inc.",CTLT,Lonza Group AG,LONN.SW,"Gilead Sciences, Inc.",GILD,,,"United States (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
ACM,CA,AECOM,Construction & Engineering,Industrials,Construction & Engineering,,,,FALSE,FALSE,ACM,infrastructure spending,construction activity,government contracts,TRUE,2025-11-08T12:43:02.756050,Jacobs Solutions Inc.,J,Fluor Corporation,FLR,"KBR, Inc.",KBR,,,,,,,,,"Americas (major), Europe (major), Asia-Pacific (major)",,,,,,,,,,,,,,,,,,csv_import
ACMR,CA,"ACM Research, Inc.",Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,,,,FALSE,FALSE,ACMR,semiconductor capex,wafer fab utilization,China semiconductor demand,TRUE,2025-11-08T12:43:02.756064,Lam Research Corporation,LRCX,"Applied Materials, Inc.",AMAT,Tokyo Electron Limited,TOELY,,,,,Semiconductor Manufacturing International Corporation,0981.HK,SK Hynix Inc.,000660.KS,"China (major), South Korea (major), United States (minor), Taiwan (minor)","ACM Research (Shanghai), Inc.",,,,,,,,,,,,,,,,,csv_import
ACN,CA,Accenture plc,IT Services,Information Technology,IT Consulting & Other Services,,,,FALSE,FALSE,ACN,enterprise IT budgets,digital transformation spending,cloud adoption rates,TRUE,2025-11-08T12:43:02.756070,International Business Machines Corporation,IBM,Capgemini SE,CAP.PA,Infosys Limited,INFY,Microsoft Corporation,MSFT,SAP SE,SAP,,,,,"North America (major), Europe (major), Growth Markets (major)","Avanade, Droga5",,,,,,,,,,,,,,,,,csv_import
ACNB,CA,ACNB Corporation,Banks,Financials,Regional Banks,,,,FALSE,FALSE,ACNB,interest rates,loan growth,credit quality,TRUE,2025-11-08T12:43:02.756074,Fulton Financial Corporation,FULT,WSFS Financial Corporation,WSFS,"Orrstown Financial Services, Inc.",ORRF,,,,,,,,,"United States - Pennsylvania (major), United States - Maryland (minor)","ACNB Bank, Russell Insurance Group, Inc.",,,,,,,,,,,,,,,,,csv_import
ACNT,CA,Ascent Industries Co.,Metals & Mining,Materials,Steel,,,,FALSE,FALSE,ACNT,steel prices,galvanizing spreads,construction demand,TRUE,2025-11-08T12:43:02.756079,"Steel Dynamics, Inc.",STLD,Nucor Corporation,NUE,Cleveland-Cliffs Inc.,CLF,Nucor Corporation,NUE,Cleveland-Cliffs Inc.,CLF,,,,,United States (major),"Ascent Tubular Products, Ascent Coated Products",,,,,,,,,,,,,,,,,csv_import
ACOG,CA,Alpha Cognition Inc.,Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ACOG,Alzheimer's Drug Development,FDA Drug Approval,Biotech Funding,TRUE,2025-11-08T12:43:50.821481,"Cassava Sciences, Inc.",SAVA,"Annovis Bio, Inc.",ANVS,Prothena Corporation plc,PRTA,,,,,,,,,"United States (major), Canada (major)",,,,,,,,,,,,,,,,,,csv_import
ACON,CA,"Aclarion, Inc.",Health Care Technology,Health Care,Health Care Technology,,,,FALSE,FALSE,ACON,Medical Diagnostic Adoption,CMS Reimbursement Rates,SaaS Healthcare Revenue,TRUE,2025-11-08T12:43:50.821498,"Globus Medical, Inc.",GMED,Orthofix Medical Inc.,OFIX,"Semler Scientific, Inc.",SMLR,,,,,"HCA Healthcare, Inc.",HCA,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACO-X.TO,CA,ATCO Ltd.,Multi-Utilities,Utilities,Multi-Utilities,,,,FALSE,FALSE,ACO-X.TO,utility rate cases,natural gas prices,Industrial Capital Spending,TRUE,2025-11-08T12:43:50.821504,Fortis Inc.,FTS.TO,Emera Incorporated,EMA.TO,Algonquin Power & Utilities Corp.,AQN.TO,Stelco Holdings Inc.,STLC.TO,Tourmaline Oil Corp.,TOU.TO,,,,,"Canada (major), Australia (major), Global (minor)","Canadian Utilities, ATCO Structures & Logistics, Rümi",,,,,,,,,,,,,,,,,csv_import
ACO-Y.TO,CA,ATCO Ltd.,Multi-Utilities,Utilities,Multi-Utilities,,,,FALSE,FALSE,ACO-Y.TO,utility rate cases,natural gas prices,Industrial Capital Spending,TRUE,2025-11-08T12:43:50.821509,Fortis Inc.,FTS.TO,Emera Incorporated,EMA.TO,Algonquin Power & Utilities Corp.,AQN.TO,Stelco Holdings Inc.,STLC.TO,Tourmaline Oil Corp.,TOU.TO,,,,,"Canada (major), Australia (major), Global (minor)","Canadian Utilities, ATCO Structures & Logistics, Rümi",,,,,,,,,,,,,,,,,csv_import
ACQ.TO,CA,AutoCanada Inc.,Automotive Retail,Consumer Discretionary,Automotive Retail,,,,FALSE,FALSE,ACQ.TO,New Auto Sales,used car prices,auto loan rates,TRUE,2025-11-08T12:43:50.821514,"AutoNation, Inc.",AN,"Penske Automotive Group, Inc.",PAG,"Lithia Motors, Inc.",LAD,Ford Motor Company,F,General Motors Company,GM,,,,,"Canada (major), United States (minor)",,,,,,,,,,,,,,,,,,csv_import
ACR,CA,ACRES Commercial Realty Corp.,REIT - Mortgage,Real Estate,Mortgage REITs,,,,FALSE,FALSE,ACR,interest rates,commercial real estate prices,loan origination volume,TRUE,2025-11-08T12:44:31.534426,Ares Commercial Real Estate Corporation,ACRE,"Blackstone Mortgage Trust, Inc.",BXMT,"Starwood Property Trust, Inc.",STWD,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACRE,CA,Ares Commercial Real Estate Corporation,REIT - Mortgage,Real Estate,Mortgage REITs,,,,FALSE,FALSE,ACRE,interest rates,commercial real estate prices,loan origination volume,TRUE,2025-11-08T12:44:31.534439,ACRES Commercial Realty Corp.,ACR,"Blackstone Mortgage Trust, Inc.",BXMT,"Starwood Property Trust, Inc.",STWD,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACRS,CA,"Aclaris Therapeutics, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ACRS,FDA Drug Approvals,Biotech M&A Activity,Autoimmune Drug Development,TRUE,2025-11-08T12:44:31.534446,"Arcutis Biotherapeutics, Inc.",ARQT,"Kezar Life Sciences, Inc.",KZR,"Ventyx Biosciences, Inc.",VTYX,IQVIA Holdings Inc.,IQV,"Catalent, Inc.",CTLT,Pfizer Inc.,PFE,AbbVie Inc.,ABBV,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACRV,CA,"Acrivon Therapeutics, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ACRV,FDA Drug Approvals,Biotech M&A Activity,Oncology Drug Development,TRUE,2025-11-08T12:44:31.534451,"PMV Pharmaceuticals, Inc.",PMVP,"IDEAYA Biosciences, Inc.",IDYA,Repare Therapeutics Inc.,RPTX,ICON plc,ICLR,Lonza Group AG,LONN.SW,"Merck & Co., Inc.",MRK,Bristol-Myers Squibb Company,BMY,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACT,CA,"Enact Holdings, Inc.",Insurance - Specialty,Financials,Property & Casualty Insurance,,,,FALSE,FALSE,ACT,mortgage origination volume,housing prices,mortgage delinquency rates,TRUE,2025-11-08T12:44:31.534456,MGIC Investment Corporation,MTG,Radian Group Inc.,RDN,Essent Group Ltd.,ESNT,Arch Capital Group Ltd.,ACGL,RenaissanceRe Holdings Ltd.,RNR,"Rocket Companies, Inc.",RKT,UWM Holdings Corporation,UWMC,United States (major),Enact Mortgage Insurance,,,,,,,,,,,,,,,,,csv_import
ACTG,CA,Acacia Research Corporation,Business Equipment & Supplies,Industrials,Research & Consulting Services,,,,FALSE,FALSE,ACTG,Patent Litigation Trends,IP Licensing Rates,Technology M&A Activity,TRUE,2025-11-08T12:45:36.439158,Rambus Inc.,RMBS,Xperi Inc.,XPER,,,,,,,,,,,United States (major),"Printronix, A-Alpha Bio",,,,,,,,,,,,,,,,,csv_import
AC.TO,CA,Air Canada,Airlines,Industrials,Airlines,,,,FALSE,FALSE,AC.TO,Airline Passenger Demand,jet fuel prices,Airline Capacity,TRUE,2025-11-08T12:45:36.439172,Transat A.T. Inc.,TRZ.TO,"Delta Air Lines, Inc.",DAL,"United Airlines Holdings, Inc.",UAL,The Boeing Company,BA,Airbus SE,AIR.PA,,,,,"Canada (major), United States (major), Europe (major), Asia-Pacific (minor)","Air Canada Cargo, Aeroplan",,,,,,,,,,,,,,,,,csv_import
ACTU,CA,"Actuate Therapeutics, Inc.",Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,ACTU,Clinical Trial Success Rates,Biotech Funding Environment,Oncology M&A Activity,TRUE,2025-11-08T12:45:36.439179,"Arcus Biosciences, Inc.",RCUS,"Iovance Biotherapeutics, Inc.",IOVA,,,IQVIA Holdings Inc.,IQV,"Catalent, Inc.",CTLT,Pfizer Inc.,PFE,Bristol Myers Squibb Company,BMY,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACU,CA,Acme United Corporation,Household & Personal Products,Consumer Staples,Household Products,,,,FALSE,FALSE,ACU,Consumer Spending,Industrial Production,steel prices,TRUE,2025-11-08T12:45:36.439184,Fiskars Oyj Abp,FSKRS.HE,"Stanley Black & Decker, Inc.",SWK,,,Nucor Corporation,NUE,,,Walmart Inc.,WMT,"W.W. Grainger, Inc.",GWW,"United States (major), Canada (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
ACVA,CA,ACV Auctions Inc.,Auto & Truck Dealerships,Consumer Discretionary,Automotive Retail,,,,FALSE,FALSE,ACVA,Used Car Prices,Wholesale Auction Volumes,Auto Dealer Inventory,TRUE,2025-11-08T12:45:36.439188,"KAR Auction Services, Inc.",KAR,"Copart, Inc.",CPRT,,,"AutoNation, Inc.",AN,"Penske Automotive Group, Inc.",PAG,"Lithia Motors, Inc.",LAD,"Group 1 Automotive, Inc.",GPI,"United States (major), Canada (minor)",,,,,,,,,,,,,,,,,,csv_import
ACXP,CA,"Acurx Pharmaceuticals, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ACXP,antibiotic drug development,clinical trial results,biotech funding environment,TRUE,2025-11-08T12:46:28.412926,"Spero Therapeutics, Inc.",SPRO,"Seres Therapeutics, Inc.",MCRB,"Paratek Pharmaceuticals, Inc.",PRTK,IQVIA Holdings Inc.,IQV,,,"Merck & Co., Inc.",MRK,Pfizer Inc.,PFE,United States (major),,,,,,,,,,,,,,,,,,csv_import
ACX.TO,CA,ACT Energy Technologies Ltd.,Oil & Gas Exploration & Production,Energy,Oil & Gas Exploration & Production,,,,FALSE,FALSE,ACX.TO,oil price,natural gas price,junior E&P financing,TRUE,2025-11-08T12:46:28.412940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_import
AD,CA,Agree Realty Corporation,Equity Real Estate Investment Trusts (REITs),Real Estate,Retail REITs,,,,FALSE,FALSE,AD,retail property demand,interest rates,tenant credit quality,TRUE,2025-11-08T12:46:28.412945,Realty Income Corporation,O,"National Retail Properties, Inc.",NNN,"Spirit Realty Capital, Inc.",SRC,,,,,Walmart Inc.,WMT,Tractor Supply Company,TSCO,United States (major),,,,,,,,,,,,,,,,,,csv_import
ADAG,CA,Adagene Inc.,Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ADAG,oncology drug development,clinical trial results,biopharma partnerships,TRUE,2025-11-08T12:46:28.412951,Zymeworks Inc.,ZYME,"MacroGenics, Inc.",MGNX,I-Mab,IMAB,Lonza Group AG,LONN.SW,"Charles River Laboratories International, Inc.",CRL,Sanofi,SNY,"Exelixis, Inc.",EXEL,"United States (major), China (major), Europe (minor)",Adagene Suzhou Limited,,,,,,,,,,,,,,,,,csv_import
ADAM,CA,Adamas One Corp.,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,FALSE,FALSE,ADAM,lab-grown diamond prices,consumer discretionary spending,jewelry retail sales,TRUE,2025-11-08T12:46:28.412956,"Charles & Colvard, Ltd.",CTHR,,,,,Linde plc,LIN,"MKS Instruments, Inc.",MKSI,Signet Jewelers Limited,SIG,"Brilliant Earth Group, Inc.",BRLT,United States (major),Adamas One Technologies LLC,,,,,,,,,,,,,,,,,csv_import
ADAP,CA,Adaptimmune Therapeutics plc,Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ADAP,Biotech Funding Environment,FDA Approval Trends,M&A Activity in Biotech,TRUE,2025-11-08T12:47:24.031293,Iovance Biotherapeutics Inc.,IOVA,Autolus Therapeutics plc,AUTL,Fate Therapeutics Inc.,FATE,Lonza Group AG,LONN.SW,Catalent Inc.,CTLT,,,,,"United States (major), United Kingdom (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
ADBE,CA,Adobe Inc.,Software,Information Technology,Application Software,,,,FALSE,FALSE,ADBE,Enterprise Software Spending,Digital Advertising Spending,Creator Economy Growth,TRUE,2025-11-08T12:47:24.031308,Microsoft Corporation,MSFT,Salesforce Inc.,CRM,Autodesk Inc.,ADSK,Amazon.com Inc.,AMZN,Microsoft Corporation,MSFT,,,,,"Americas (major), Europe Middle East and Africa (major), Asia-Pacific (major)","Frame.io, Magento, Marketo, Workfront",,,,,,,,,,,,,,,,,csv_import
ADC,CA,Agree Realty Corporation,Equity Real Estate Investment Trusts (REITs),Real Estate,Retail REITs,,,,FALSE,FALSE,ADC,interest rates,Retail Real Estate Demand,Retailer Credit Quality,TRUE,2025-11-08T12:47:24.031314,Realty Income Corporation,O,National Retail Properties Inc.,NNN,Essential Properties Realty Trust Inc.,EPRT,,,,,Walmart Inc.,WMT,Tractor Supply Company,TSCO,United States (major),,,,,,,,,,,,,,,,,,csv_import
ADCO.TO,CA,Adcore Inc.,Software,Information Technology,Application Software,,,,FALSE,FALSE,ADCO.TO,Digital Advertising Spending,E-commerce Sales,Search Advertising Rates,TRUE,2025-11-08T12:47:24.031318,Marin Software Incorporated,MRIN,Perion Network Ltd.,PERI,,,Alphabet Inc.,GOOGL,Microsoft Corporation,MSFT,,,,,"North America (major), Europe (minor), Australia (minor)",,,,,,,,,,,,,,,,,,csv_import
ADCT,CA,ADC Therapeutics SA,Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,ADCT,Oncology Drug Sales,Drug Pricing Policy,Antibody Drug Conjugate Development,TRUE,2025-11-08T12:47:24.031322,Mersana Therapeutics Inc.,MRSN,Sutro Biopharma Inc.,STRO,,,Lonza Group AG,LONN.SW,,,Cencora Inc.,COR,McKesson Corporation,MCK,"United States (major), Europe (major)",,,,,,,,,,,,,,,,,,csv_import
ADEA,CA,Adeia Inc.,Software & Services,Information Technology,Application Software,,,,FALSE,FALSE,ADEA,Media Licensing Rates,Smart TV Shipments,Streaming Service Adoption,TRUE,2025-11-08T12:48:19.659643,Xperi Inc.,XPER,"InterDigital, Inc.",IDCC,Rambus Inc.,RMBS,,,,,Comcast Corporation,CMCSA,"Samsung Electronics Co., Ltd.",005930.KS,"United States (major), Europe (major), Asia (major)",,,,,,,,,,,,,,,,,,csv_import
ADEN.TO,CA,ADENTRA Inc.,Trading Companies & Distributors,Industrials,Industrial Distribution,,,,FALSE,FALSE,ADEN.TO,Housing Starts,Commercial Construction Spending,lumber prices,TRUE,2025-11-08T12:48:19.659657,Richelieu Hardware Ltd.,RCH.TO,Boise Cascade Company,BCC,"Builders FirstSource, Inc.",BLDR,Masonite International Corporation,DOOR,Weyerhaeuser Company,WY,,,,,"United States (major), Canada (major)","Hardwoods Specialty Products, Rugby Architectural Building Products, Paxton Lumber",,,,,,,,,,,,,,,,,csv_import
ADGM,CA,"Adagio Medical, Inc.",Health Care Equipment & Supplies,Health Care,Health Care Equipment,,,,FALSE,FALSE,ADGM,Atrial Fibrillation Procedures,Medical Device Reimbursement,Catheter Ablation Technology,TRUE,2025-11-08T14:12:42.588001,Johnson & Johnson,JNJ,Medtronic plc,MDT,Abbott Laboratories,ABT,,,,,,,,,"United States (major), Europe (major)",,,,,,,,,,,,,,,,,,csv_import
ADI,CA,"Analog Devices, Inc.",Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,,,,FALSE,FALSE,ADI,Industrial Automation Spending,Automotive Semiconductor Demand,5G Infrastructure Rollout,TRUE,2025-11-08T12:48:19.659666,Texas Instruments Incorporated,TXN,NXP Semiconductors N.V.,NXPI,Microchip Technology Incorporated,MCHP,Taiwan Semiconductor Manufacturing Company Limited,TSM,,,Apple Inc.,AAPL,Ford Motor Company,F,"China (major), United States (major), Europe (major)","Maxim Integrated, Linear Technology",,,,,,,,,,,,,,,,,csv_import
ADIL,CA,"Adial Pharmaceuticals, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,ADIL,FDA Drug Approval,Clinical Trial Results,Biotech Funding Environment,TRUE,2025-11-08T12:48:19.659670,Alkermes plc,ALKS,Corcept Therapeutics Incorporated,CORT,,,IQVIA Holdings Inc.,IQV,,,,,,,"United States (major), Europe (minor)","Purnovate, Inc.",,,,,,,,,,,,,,,,,csv_import
ADM,CA,Archer-Daniels-Midland Company,"Food, Beverage & Tobacco",Consumer Staples,Agricultural Products & Services,,,,FALSE,FALSE,ADM,agricultural commodity prices,crush margins,global grain demand,TRUE,2025-11-08T12:49:12.136300,Bunge Global SA,BG,Ingredion Incorporated,INGR,"The Andersons, Inc.",ANDE,,,,,"Tyson Foods, Inc.",TSN,"PepsiCo, Inc.",PEP,"North America (major), South America (major), Europe (major), Asia-Pacific (minor)","ADM Milling, ADM Investor Services, Golden Peanut and Tree Nuts",,,,,,,,,,,,,,,,,csv_import
